,Track Name,Artist,Track ID,Popularity
1710,Too Playa,Migos,4TAifFqlNkBvrycHbWV9Ew,49.0
1711,Top Down On Da NAWF,Migos,3Jo2cNQKU6Je7LVClYyJH9,48.0
1712,T-Shirt,Migos,1rkfJLgTlB6XYNjgZ0sVaK,68.0
1713,Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,76.0
1714,What The Price,Migos,74tYjkmVk06hYJzzzskWa0,52.0
1715,White Sand,Migos,2KokOIKdw4zZutDil85Ugh,53.0
1716,Work Hard,Migos,5UzUZULhZL8bW4BqI1ZNOF,47.0
1717,Si Me Tomo Una Cerveza,Migrantes,3lCbsHaN1wCxyDzcNN2x4N,70.0
1718,Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,74.0
1719,Talk About It,Mike Perry,68CwDQwKXMYLBLWI8ZfRMG,59.0
1720,The Ocean (feat. Shy Martin),Mike Perry,2CPqh63wRVscbceKcPxwvv,70.0
1721,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0vbtURX4qv1l7besfwmnD8,80.0
1722,The Mantra (with Pharrell & Kendrick Lamar),Mike WiLL Made-It,74wpYGsVh2J13iAmmg1Uln,47.0
